id,issue_type,latitude,longitude,ward,date,severity,status,resolution_days,rainfall_mm,traffic_density,population_density,affected_population,trust_score,priority_score,verification_count,economic_impact_inr
ISS-01659,streetlight,13.00478,77.567454,Malleswaram,2023-10-12,medium,reported,,15.4,100,22000,418,76,65,14,18828
ISS-01660,water_leakage,12.890843,77.64617,HSR Layout,2024-01-16,medium,resolved,25,0,61.6,14000,273,53,78,26,10833
ISS-01661,construction_hazard,12.979965,77.539004,Vijayanagar,2024-05-11,high,reported,,0,85.8,18000,656,77,94,27,32095
ISS-01662,streetlight,13.020655,77.614201,Hebbal,2023-11-22,medium,reported,,0,73.5,11000,401,66,58,5,8630
ISS-01663,road_damage,13.025558,77.592809,Hebbal,2025-02-09,medium,reported,,0,67.2,11000,131,54,33,2,7700
ISS-01664,streetlight,12.907989,77.60005,BTM Layout,2024-02-29,high,verified,,0,91.2,17000,959,60,57,2,15140
ISS-01665,construction_hazard,13.052478,77.608457,Hebbal,2024-12-03,low,in_progress,,0,74.2,11000,345,86,83,16,7060
ISS-01666,flooding,12.84442,77.689798,Electronic City,2023-11-04,low,reported,,50.4,61.5,9000,151,48,63,11,2480
ISS-01667,water_leakage,12.893094,77.594657,JP Nagar,2024-01-03,critical,reported,,0,88.1,16000,175,65,71,29,6172
ISS-01668,construction_hazard,12.920565,77.602815,Jayanagar,2025-01-23,high,verified,,0,100,20000,171,51,36,7,7950
ISS-01669,construction_hazard,12.880208,77.60515,Bannerghatta,2023-06-20,medium,resolved,32,0,51.6,7000,153,49,24,17,7147
ISS-01670,water_leakage,12.950562,77.714037,Marathahalli,2023-06-09,low,reported,,62.4,99.2,16000,145,50,24,29,2555
ISS-01671,open_manhole,13.007827,77.584493,Malleswaram,2024-10-01,low,verified,,0,100,22000,787,75,44,19,11677
ISS-01672,water_leakage,13.015743,77.600121,Hebbal,2024-12-11,high,verified,,0,48.8,11000,633,95,54,16,31640
ISS-01673,water_leakage,13.013093,77.583358,Malleswaram,2024-02-12,high,reported,,0,100,22000,1379,79,93,10,49952
ISS-01674,water_leakage,12.956728,77.706221,Marathahalli,2025-02-25,high,reported,,0,88.4,16000,872,93,69,25,11033
ISS-01675,flooding,12.908225,77.595695,JP Nagar,2025-03-21,critical,resolved,6,0,81.1,16000,982,68,46,30,58328
ISS-01676,streetlight,12.938895,77.592241,Jayanagar,2023-04-10,low,resolved,57,0,100,20000,673,41,47,18,11946
ISS-01677,flooding,12.841711,77.682495,Electronic City,2023-08-16,high,resolved,9,60.3,53.9,9000,615,88,33,9,16515
ISS-01678,water_leakage,12.965953,77.690449,Marathahalli,2023-04-08,medium,reported,,0,75.4,16000,334,89,25,29,9553
ISS-01679,garbage,13.084421,77.581201,Yelahanka,2024-04-03,critical,reported,,0,34.1,8000,372,89,43,1,9122
ISS-01680,flooding,12.957439,77.687286,Marathahalli,2024-11-26,low,in_progress,,18.8,90.9,16000,702,69,56,28,34151
ISS-01681,open_manhole,12.852312,77.689314,Electronic City,2023-05-07,low,verified,,0,62.4,9000,213,75,80,7,5189
ISS-01682,flooding,13.052952,77.598878,Hebbal,2025-04-21,medium,verified,,0,46.2,11000,393,85,91,29,5537
ISS-01683,pothole,12.979146,77.699035,Marathahalli,2023-06-11,low,reported,,0,97.0,16000,349,42,28,18,17804
ISS-01684,flooding,12.987175,77.756555,Whitefield,2023-11-05,high,reported,,0,70.2,12000,352,90,58,20,6020
ISS-01685,open_manhole,12.890313,77.584851,JP Nagar,2024-01-08,medium,reported,,0,88.1,16000,511,91,79,12,30082
ISS-01686,road_damage,12.913934,77.661425,HSR Layout,2024-11-16,high,resolved,9,46.5,69.1,14000,272,83,90,16,4635
ISS-01687,garbage,12.873082,77.60543,Bannerghatta,2024-10-02,high,reported,,0,32.5,7000,232,82,54,25,4285
ISS-01688,open_manhole,13.109483,77.585732,Yelahanka,2024-05-31,low,reported,,0,41.9,8000,161,95,33,15,2593
ISS-01689,road_damage,12.997709,77.571224,Malleswaram,2023-08-20,high,resolved,20,0,100,22000,756,89,51,28,39073
ISS-01690,construction_hazard,12.922559,77.593324,JP Nagar,2024-09-24,high,resolved,18,0,87.2,16000,520,45,30,23,24300
ISS-01691,open_manhole,12.957304,77.741917,Whitefield,2023-05-28,medium,reported,,0,78.0,12000,380,47,92,21,21257
ISS-01692,flooding,12.950454,77.681558,Marathahalli,2024-07-31,medium,reported,,69.9,96.9,16000,404,65,85,1,7179
ISS-01693,water_leakage,12.956132,77.75433,Whitefield,2024-06-04,low,verified,,0,55.7,12000,372,56,85,28,21169
ISS-01694,garbage,12.908978,77.623135,BTM Layout,2023-11-11,low,in_progress,,40.9,99.6,17000,185,88,67,5,4185
ISS-01695,construction_hazard,12.993962,77.5777,Malleswaram,2024-08-14,medium,verified,,73.5,100,22000,863,92,33,17,45345
ISS-01696,construction_hazard,12.966878,77.739225,Whitefield,2023-03-02,low,reported,,0,60.0,12000,596,55,74,4,19532
ISS-01697,water_leakage,13.005751,77.574863,Rajajinagar,2023-04-10,high,in_progress,,0,100,19000,440,46,95,0,23207
ISS-01698,water_leakage,12.892198,77.578793,Bannerghatta,2025-01-12,medium,reported,,0,32.9,7000,57,77,34,13,2814
ISS-01699,streetlight,13.017262,77.563733,Malleswaram,2024-04-10,medium,verified,,0,100,22000,950,82,81,0,32069
ISS-01700,garbage,12.916507,77.613998,Koramangala,2023-02-21,medium,verified,,0,94.0,18000,833,81,39,21,39070
ISS-01701,streetlight,12.941223,77.590913,Jayanagar,2025-01-18,medium,in_progress,,0,97.5,20000,779,87,86,27,31906
ISS-01702,flooding,12.905888,77.592184,BTM Layout,2023-02-20,low,resolved,21,0,98.0,17000,309,91,35,14,6103
ISS-01703,pothole,13.109609,77.59756,Yelahanka,2024-10-23,medium,reported,,0,40.5,8000,146,48,71,26,5189
ISS-01704,flooding,12.924192,77.610839,BTM Layout,2023-05-20,high,reported,,0,96.5,17000,793,80,58,8,34955
ISS-01705,road_damage,12.995533,77.585463,Malleswaram,2023-09-21,high,resolved,14,48.7,100,22000,1498,54,94,23,52129
ISS-01706,flooding,12.918958,77.601952,BTM Layout,2023-12-15,low,in_progress,,0,99.3,17000,111,62,79,7,2445
ISS-01707,construction_hazard,12.949149,77.633249,Koramangala,2025-02-24,high,verified,,0,99.8,18000,539,92,67,10,18552
ISS-01708,water_leakage,13.051433,77.600125,Hebbal,2023-01-14,medium,resolved,35,0,65.6,11000,153,47,72,2,3849
ISS-01709,road_damage,12.971091,77.705549,Marathahalli,2024-11-25,high,in_progress,,48.1,73.0,16000,562,85,80,27,8504
ISS-01710,construction_hazard,13.039678,77.606551,Hebbal,2023-08-19,medium,reported,,0,64.7,11000,307,82,97,18,7005
ISS-01711,garbage,12.874356,77.613732,Bannerghatta,2023-12-05,low,reported,,0,26.9,7000,262,73,83,11,11101
ISS-01712,streetlight,12.870662,77.616362,Bannerghatta,2024-12-28,critical,reported,,0,26.3,7000,406,93,35,9,9472
ISS-01713,flooding,12.929603,77.585382,Jayanagar,2024-07-27,low,reported,,52.7,93.0,20000,684,94,83,3,9075
ISS-01714,flooding,12.996152,77.558402,Rajajinagar,2024-02-18,high,reported,,0,89.9,19000,1147,64,60,11,15684
ISS-01715,construction_hazard,12.974012,77.523985,Vijayanagar,2024-09-08,medium,verified,,11.7,96.6,18000,659,75,40,28,7038
ISS-01716,pothole,12.981921,77.513189,Vijayanagar,2024-02-21,low,verified,,0,88.1,18000,745,56,63,11,36067
ISS-01717,construction_hazard,12.926488,77.643473,HSR Layout,2023-07-07,low,reported,,75.0,75.3,14000,426,95,70,28,5535
ISS-01718,open_manhole,12.926893,77.580344,Jayanagar,2025-05-29,critical,resolved,6,0,100,20000,477,51,74,20,4781
ISS-01719,open_manhole,13.048355,77.601072,Hebbal,2025-05-09,medium,reported,,0,65.4,11000,506,93,93,11,13286
ISS-01720,construction_hazard,12.989755,77.542998,Rajajinagar,2023-09-04,low,resolved,84,0,99.9,19000,260,49,76,6,7154
ISS-01721,garbage,12.941005,77.637755,Koramangala,2023-04-03,critical,in_progress,,0,99.2,18000,299,70,34,14,16143
ISS-01722,garbage,12.898788,77.605849,BTM Layout,2025-03-23,medium,reported,,0,86.4,17000,349,59,93,22,14039
ISS-01723,flooding,12.959531,77.5471,Vijayanagar,2024-03-26,medium,reported,,0,82.8,18000,361,50,34,5,15583
ISS-01724,road_damage,12.973996,77.730187,Whitefield,2024-11-27,medium,resolved,8,67.3,71.8,12000,176,46,73,8,3730
ISS-01725,flooding,12.832439,77.682436,Electronic City,2024-08-21,medium,in_progress,,0,46.2,9000,277,71,52,25,3422
ISS-01726,road_damage,12.82274,77.692889,Electronic City,2024-12-19,medium,verified,,0,42.3,9000,425,44,57,23,21379
ISS-01727,pothole,13.091416,77.594128,Yelahanka,2024-06-14,medium,reported,,39.8,51.4,8000,136,82,61,9,5515
ISS-01728,water_leakage,12.93607,77.602507,Jayanagar,2023-05-01,medium,in_progress,,0,100,20000,334,50,81,11,14459
ISS-01729,road_damage,12.920127,77.658638,HSR Layout,2024-05-10,critical,resolved,6,0,89.8,14000,1095,80,71,4,48757
ISS-01730,water_leakage,12.911249,77.572907,Jayanagar,2023-10-17,critical,reported,,65.7,100,20000,403,75,89,8,21902
ISS-01731,open_manhole,12.897258,77.571245,JP Nagar,2025-05-23,medium,reported,,0,85.0,16000,559,79,51,18,33291
ISS-01732,open_manhole,12.962512,77.687769,Marathahalli,2023-03-24,medium,verified,,0,72.7,16000,538,49,99,13,18352
ISS-01733,pothole,12.997984,77.579265,Malleswaram,2025-06-01,high,verified,,0,100,22000,1088,70,59,14,11894
ISS-01734,streetlight,12.915604,77.646791,HSR Layout,2023-07-16,high,in_progress,,0,89.1,14000,657,64,80,15,6876
ISS-01735,garbage,12.896709,77.5953,JP Nagar,2023-06-18,critical,resolved,7,44.2,70.0,16000,588,47,86,24,16565
ISS-01736,construction_hazard,12.995916,77.638747,Indiranagar,2023-02-24,low,reported,,0,82.8,15000,306,58,52,4,12259
ISS-01737,open_manhole,12.945536,77.583793,Jayanagar,2025-02-28,low,in_progress,,0,100,20000,162,91,24,25,9285
ISS-01738,road_damage,12.996993,77.651046,Indiranagar,2024-09-28,high,verified,,56.2,80.7,15000,399,67,68,0,22908
ISS-01739,open_manhole,12.903064,77.593242,Bannerghatta,2024-08-25,critical,in_progress,,70.6,38.5,7000,248,83,96,26,13937
ISS-01740,garbage,12.854395,77.673194,Electronic City,2025-05-17,high,resolved,8,0,41.6,9000,207,82,46,1,9542
ISS-01741,pothole,12.975146,77.557252,Rajajinagar,2023-06-11,low,in_progress,,0,100,19000,376,71,26,8,15138
ISS-01742,road_damage,12.965167,77.691237,Marathahalli,2023-06-08,medium,reported,,61.2,81.0,16000,732,55,89,15,35238
ISS-01743,open_manhole,12.840615,77.664941,Electronic City,2024-01-30,medium,resolved,48,0,35.2,9000,390,81,50,23,10214
ISS-01744,flooding,13.00287,77.587436,Malleswaram,2024-09-18,low,reported,,66.3,100,22000,482,79,66,30,7203
ISS-01745,flooding,12.972808,77.65831,Indiranagar,2024-11-12,low,in_progress,,12.2,79.5,15000,288,72,58,26,10168
ISS-01746,water_leakage,12.948282,77.706622,Marathahalli,2024-03-25,medium,resolved,33,0,87.4,16000,580,77,94,21,10831
ISS-01747,streetlight,12.965565,77.738437,Whitefield,2024-04-12,low,in_progress,,0,74.9,12000,525,50,85,17,15194
ISS-01748,construction_hazard,12.927872,77.623257,BTM Layout,2024-10-23,low,in_progress,,0,95.2,17000,346,50,79,6,19776
ISS-01749,open_manhole,12.995875,77.576496,Rajajinagar,2023-09-25,low,in_progress,,62.8,91.5,19000,925,48,53,13,30586
ISS-01750,pothole,12.893037,77.650168,HSR Layout,2023-10-28,medium,in_progress,,34.8,60.7,14000,509,44,43,27,17115
ISS-01751,flooding,12.89961,77.598199,JP Nagar,2025-01-09,medium,in_progress,,0,88.4,16000,758,93,46,4,39098
ISS-01752,construction_hazard,12.953981,77.710241,Marathahalli,2023-01-24,low,resolved,80,0,91.0,16000,793,82,45,11,19399
ISS-01753,flooding,12.911535,77.603394,JP Nagar,2025-04-13,high,verified,,0,87.6,16000,1166,93,73,2,17797
ISS-01754,water_leakage,13.095977,77.61062,Yelahanka,2024-11-02,high,resolved,20,0,37.1,8000,384,89,23,19,5557
ISS-01755,flooding,12.903422,77.612993,BTM Layout,2025-03-16,medium,reported,,0,76.9,17000,522,93,52,15,8790
ISS-01756,streetlight,12.935264,77.604097,BTM Layout,2024-08-05,medium,resolved,36,52.6,95.1,17000,511,51,27,2,6447
ISS-01757,pothole,12.963683,77.659479,Indiranagar,2023-07-28,medium,verified,,67.4,85.4,15000,110,75,54,6,2827
ISS-01758,garbage,13.051321,77.598682,Hebbal,2023-12-11,high,verified,,0,46.7,11000,458,49,55,19,11640
ISS-01759,water_leakage,12.931995,77.635866,Koramangala,2023-05-26,low,resolved,46,0,100,18000,436,89,31,24,24672
ISS-01760,pothole,12.879881,77.597491,Bannerghatta,2023-09-10,medium,reported,,0,30.2,7000,248,69,41,6,14473
ISS-01761,garbage,12.852917,77.692704,Electronic City,2023-05-15,high,in_progress,,0,47.3,9000,470,54,96,24,25319
ISS-01762,pothole,13.022546,77.567566,Malleswaram,2024-05-01,medium,verified,,0,100,22000,533,58,55,13,14955
ISS-01763,open_manhole,12.910727,77.598349,JP Nagar,2023-03-27,medium,verified,,0,71.3,16000,156,87,55,29,7545
ISS-01764,road_damage,12.946256,77.68914,Marathahalli,2023-09-08,medium,reported,,0,76.3,16000,117,54,84,21,3900
ISS-01765,flooding,12.905337,77.611898,Bannerghatta,2025-03-31,low,in_progress,,0,30.7,7000,138,59,86,30,3999
ISS-01766,road_damage,12.908405,77.583797,JP Nagar,2024-11-18,high,in_progress,,0,90.6,16000,1070,61,31,27,27278
ISS-01767,streetlight,13.003167,77.570421,Malleswaram,2025-01-20,high,verified,,0,100,22000,1147,81,60,26,36680
ISS-01768,construction_hazard,12.845552,77.688463,Electronic City,2024-09-06,critical,verified,,78.4,47.7,9000,365,73,92,11,20798
ISS-01769,construction_hazard,12.881822,77.582268,Bannerghatta,2023-04-09,critical,verified,,0,40.8,7000,590,90,32,7,9497
ISS-01770,streetlight,12.942998,77.565483,Jayanagar,2024-09-02,medium,verified,,0,100,20000,443,75,41,5,4864
ISS-01771,road_damage,12.948687,77.644097,Koramangala,2024-06-05,medium,resolved,45,41.6,85.2,18000,401,44,94,16,4469
ISS-01772,construction_hazard,12.889721,77.584922,Bannerghatta,2024-02-11,medium,verified,,0,45.8,7000,269,77,73,12,3068
ISS-01773,garbage,12.925525,77.589404,Jayanagar,2024-02-18,low,reported,,0,95.8,20000,611,74,74,18,30068
ISS-01774,streetlight,12.992246,77.578824,Malleswaram,2023-01-17,medium,in_progress,,0,100,22000,512,42,98,0,13155
ISS-01775,garbage,12.919218,77.585084,Jayanagar,2024-04-28,low,resolved,97,0,100,20000,725,88,78,22,28809
ISS-01776,open_manhole,12.912794,77.609192,BTM Layout,2025-03-16,low,resolved,38,0,79.0,17000,291,90,63,23,5742
ISS-01777,water_leakage,12.948155,77.584854,Jayanagar,2023-02-17,medium,resolved,27,0,100,20000,323,66,86,19,17626
ISS-01778,open_manhole,12.89836,77.66249,HSR Layout,2024-03-27,medium,reported,,0,66.0,14000,414,51,27,20,10783
ISS-01779,open_manhole,12.880464,77.613088,Bannerghatta,2025-03-20,medium,reported,,0,36.1,7000,103,49,90,15,5514
ISS-01780,road_damage,12.97357,77.571516,Rajajinagar,2023-03-11,high,verified,,0,100,19000,936,58,28,27,37231
ISS-01781,open_manhole,12.979955,77.751307,Whitefield,2024-10-28,medium,resolved,15,0,65.6,12000,106,87,66,13,5779
ISS-01782,streetlight,12.915241,77.636327,Koramangala,2023-09-16,low,reported,,0,100,18000,647,86,73,7,32045
ISS-01783,streetlight,13.101038,77.579886,Yelahanka,2023-07-27,medium,resolved,39,0,46.9,8000,86,66,23,6,4883
ISS-01784,pothole,12.916585,77.633867,HSR Layout,2024-07-15,medium,in_progress,,43.7,75.3,14000,384,41,88,3,20943
ISS-01785,streetlight,12.925903,77.640947,Koramangala,2023-01-12,low,resolved,117,0,100,18000,389,89,87,4,13448
ISS-01786,pothole,12.924344,77.591907,BTM Layout,2025-05-01,medium,reported,,0,93.5,17000,727,57,45,23,13826
ISS-01787,road_damage,13.048267,77.577317,Hebbal,2023-10-22,high,in_progress,,0,73.0,11000,134,81,69,2,7110
ISS-01788,road_damage,12.954244,77.680194,Marathahalli,2024-03-26,high,resolved,7,0,95.7,16000,843,62,67,16,42618
ISS-01789,flooding,12.922938,77.596109,JP Nagar,2023-07-16,high,verified,,38.6,81.0,16000,1114,56,24,20,36903
ISS-01790,road_damage,12.943515,77.679589,Marathahalli,2023-04-14,medium,reported,,0,93.9,16000,199,40,43,7,6681
ISS-01791,water_leakage,12.934226,77.630891,Koramangala,2024-10-10,high,in_progress,,60.2,85.7,18000,1141,83,87,16,42789
ISS-01792,garbage,12.981105,77.763981,Whitefield,2024-04-18,critical,reported,,0,59.2,12000,544,43,45,0,20015
ISS-01793,road_damage,12.928467,77.594294,Jayanagar,2023-11-07,medium,resolved,8,0,94.7,20000,579,40,78,21,32828
ISS-01794,open_manhole,13.011005,77.554258,Rajajinagar,2023-03-18,medium,verified,,0,89.1,19000,701,75,74,12,16629
ISS-01795,garbage,13.099381,77.596512,Yelahanka,2024-02-04,medium,reported,,0,58.1,8000,98,69,47,26,4719
ISS-01796,garbage,12.972926,77.629843,Indiranagar,2024-02-25,medium,reported,,0,94.2,15000,651,61,31,17,13528
ISS-01797,streetlight,13.105516,77.59806,Yelahanka,2025-05-26,critical,resolved,1,0,44.4,8000,479,65,45,30,21642
ISS-01798,pothole,12.905287,77.592779,JP Nagar,2024-12-05,low,reported,,0,72.2,16000,641,76,93,0,28361
ISS-01799,construction_hazard,12.871819,77.578437,Bannerghatta,2024-06-25,high,reported,,79.8,51.1,7000,281,49,33,0,9754
ISS-01800,streetlight,12.913276,77.583299,Jayanagar,2023-04-09,high,resolved,3,0,100,20000,1182,74,24,5,23127
ISS-01801,water_leakage,13.017541,77.588676,Malleswaram,2023-08-07,low,reported,,68.3,100,22000,207,59,24,13,9845
ISS-01802,open_manhole,12.948838,77.697897,Marathahalli,2024-09-06,high,reported,,29.4,80.3,16000,881,61,45,18,14082
ISS-01803,flooding,12.918164,77.578312,JP Nagar,2023-02-22,low,in_progress,,0,74.8,16000,726,82,24,30,26833
ISS-01804,garbage,12.901978,77.598731,JP Nagar,2024-03-04,critical,in_progress,,0,83.6,16000,1508,86,98,13,50595
ISS-01805,flooding,12.848699,77.668424,Electronic City,2023-05-02,low,verified,,0,63.7,9000,236,54,55,7,4191
ISS-01806,water_leakage,12.90462,77.605621,JP Nagar,2024-04-21,low,resolved,93,0,93.6,16000,393,77,88,22,12005
ISS-01807,garbage,12.933057,77.58149,Jayanagar,2023-09-02,high,in_progress,,15.6,92.6,20000,1138,77,29,6,13970
ISS-01808,road_damage,13.117751,77.577286,Yelahanka,2025-02-24,critical,resolved,6,0,55.9,8000,665,73,31,10,28605
ISS-01809,road_damage,13.087828,77.589739,Yelahanka,2024-06-26,high,in_progress,,0,43.5,8000,348,49,42,29,13509
ISS-01810,open_manhole,12.822498,77.694185,Electronic City,2024-02-28,medium,reported,,0,41.5,9000,179,74,47,0,4222
ISS-01811,construction_hazard,12.921986,77.663792,HSR Layout,2024-03-31,critical,reported,,0,67.0,14000,990,70,66,27,26747
ISS-01812,road_damage,12.970414,77.764833,Whitefield,2023-10-11,medium,verified,,48.0,74.9,12000,499,46,81,18,9628
ISS-01813,open_manhole,12.903523,77.592162,Bannerghatta,2024-01-19,high,in_progress,,0,40.2,7000,72,45,100,2,4247
ISS-01814,pothole,12.895446,77.633629,HSR Layout,2023-02-22,high,verified,,0,88.4,14000,917,67,85,17,23494
ISS-01815,open_manhole,12.989403,77.568285,Malleswaram,2023-04-05,low,reported,,0,100,22000,459,76,66,10,11047
ISS-01816,flooding,12.953818,77.627093,Koramangala,2023-07-14,low,verified,,0,90.6,18000,398,88,59,16,8457
ISS-01817,garbage,12.980118,77.744469,Whitefield,2024-10-05,critical,in_progress,,0,78.2,12000,797,84,80,17,37624
ISS-01818,flooding,12.998734,77.539951,Rajajinagar,2023-06-26,medium,verified,,0,86.3,19000,125,91,77,26,6924
ISS-01819,streetlight,12.948523,77.566143,Jayanagar,2025-05-13,medium,resolved,15,0,97.1,20000,725,60,72,21,23195
ISS-01820,water_leakage,12.962991,77.686207,Marathahalli,2024-09-11,low,verified,,17.9,86.7,16000,224,43,89,6,6893
ISS-01821,construction_hazard,13.098261,77.589882,Yelahanka,2023-06-20,medium,reported,,0,42.6,8000,191,46,100,0,4178
ISS-01822,streetlight,12.970643,77.684549,Marathahalli,2025-04-19,high,verified,,0,72.2,16000,815,40,58,10,34430
ISS-01823,open_manhole,13.118642,77.615336,Yelahanka,2024-06-26,medium,resolved,15,63.9,53.0,8000,143,49,24,6,2971
ISS-01824,pothole,12.977133,77.749608,Whitefield,2024-02-22,high,resolved,16,0,67.9,12000,669,79,90,4,13058
ISS-01825,water_leakage,12.943055,77.624183,Koramangala,2024-04-28,medium,verified,,0,87.6,18000,293,82,78,19,14448
ISS-01826,open_manhole,12.925091,77.629335,Koramangala,2025-01-19,medium,resolved,18,0,98.8,18000,310,89,81,29,5943
ISS-01827,open_manhole,13.117283,77.58677,Yelahanka,2023-12-26,medium,verified,,0,43.5,8000,275,62,73,24,7265
ISS-01828,streetlight,12.909016,77.630525,HSR Layout,2024-02-11,medium,resolved,43,0,63.1,14000,142,76,96,4,2099
ISS-01829,water_leakage,12.918779,77.597995,BTM Layout,2023-09-22,low,in_progress,,73.1,79.5,17000,835,42,57,0,47045
ISS-01830,garbage,12.919497,77.635204,HSR Layout,2025-05-21,medium,reported,,0,74.0,14000,656,81,100,25,24470
ISS-01831,garbage,13.080788,77.595694,Yelahanka,2025-01-29,high,in_progress,,0,46.8,8000,346,57,90,17,17264
ISS-01832,road_damage,12.958078,77.738033,Whitefield,2023-06-12,low,reported,,76.7,58.2,12000,435,84,22,14,13149
ISS-01833,streetlight,12.983365,77.737749,Whitefield,2024-09-07,high,reported,,46.9,65.6,12000,865,64,54,12,29414
ISS-01834,garbage,12.973903,77.710878,Marathahalli,2023-10-27,high,verified,,0,89.3,16000,308,52,70,17,6310
ISS-01835,garbage,13.011972,77.553152,Rajajinagar,2025-05-07,low,reported,,0,100,19000,339,49,64,2,11491
ISS-01836,water_leakage,12.994577,77.568579,Rajajinagar,2023-01-06,high,reported,,0,92.9,19000,673,61,43,21,19272
